wma,period_start,period_end,site_id,site_name,date,ecoli_per_100ml,faecal_coliforms_per_100ml,turbidity_ntu,ph,temperature_c,risk_drinking_no_treatment,risk_drinking_limited_treatment,risk_contact,risk_irrigation_raw
Pongola_Mtamvuna,1990-01-01,1990-02-28,102626,Msunduze River at Henley Dam,1990-01-02,580.0,,26.0,8.1,22.7,HIGH,low,HIGH,low
Pongola_Mtamvuna,1990-01-01,1990-02-28,102626,Msunduze River at Henley Dam,1990-01-08,2100.0,,27.0,7.6,18.2,HIGH,Med,HIGH,Med
Pongola_Mtamvuna,1990-01-01,1990-02-28,102626,Msunduze River at Henley Dam,1990-01-15,12400.0,,200.0,7.6,22.2,HIGH,Med,HIGH,HIGH
Pongola_Mtamvuna,1990-01-01,1990-02-28,102626,Msunduze River at Henley Dam,1990-01-22,3500.0,,114.0,7.3,22.3,HIGH,Med,HIGH,Med
Pongola_Mtamvuna,1990-01-01,1990-02-28,102626,Msunduze River at Henley Dam,1990-01-29,2800.0,,28.0,7.4,23.8,HIGH,Med,HIGH,Med
Pongola_Mtamvuna,1990-01-01,1990-02-28,102626,Msunduze River at Henley Dam,1990-02-05,800.0,,25.0,7.8,25.9,HIGH,low,HIGH,low
Pongola_Mtamvuna,1990-01-01,1990-02-28,102626,Msunduze River at Henley Dam,1990-02-12,910.0,,32.0,7.6,19.9,HIGH,low,HIGH,low
Pongola_Mtamvuna,1990-01-01,1990-02-28,102626,Msunduze River at Henley Dam,1990-02-19,3400.0,,78.0,8.9,23.4,HIGH,Med,HIGH,Med
Pongola_Mtamvuna,1990-01-01,1990-02-28,102627,Sterk River at Groothoek (Mpolweni),1990-01-02,1100.0,,15.0,7.5,25.7,HIGH,low,HIGH,Med
Pongola_Mtamvuna,1990-01-01,1990-02-28,102627,Sterk River at Groothoek (Mpolweni),1990-01-09,830.0,,12.0,7.7,23.1,HIGH,low,HIGH,low
Pongola_Mtamvuna,1990-01-01,1990-02-28,102627,Sterk River at Groothoek (Mpolweni),1990-01-16,580.0,,8.0,7.4,23.6,HIGH,low,HIGH,low
Pongola_Mtamvuna,1990-01-01,1990-02-28,102627,Sterk River at Groothoek (Mpolweni),1990-01-23,800.0,,9.0,7.2,24.5,HIGH,low,HIGH,low
Pongola_Mtamvuna,1990-01-01,1990-02-28,102627,Sterk River at Groothoek (Mpolweni),1990-01-30,1180.0,,11.0,8.0,26.5,HIGH,low,HIGH,Med
Pongola_Mtamvuna,1990-01-01,1990-02-28,102627,Sterk River at Groothoek (Mpolweni),1990-02-06,1700.0,,14.0,7.7,24.0,HIGH,low,HIGH,Med
Pongola_Mtamvuna,1990-01-01,1990-02-28,102627,Sterk River at Groothoek (Mpolweni),1990-02-13,4400.0,,10.0,7.8,21.3,HIGH,Med,HIGH,HIGH
Pongola_Mtamvuna,1990-01-01,1990-02-28,102627,Sterk River at Groothoek (Mpolweni),1990-02-20,490.0,,70.0,7.1,22.5,HIGH,low,HIGH,low
Pongola_Mtamvuna,1990-01-01,1990-02-28,102627,Sterk River at Groothoek (Mpolweni),1990-02-27,130.0,,15.0,7.5,22.6,HIGH,low,low,low
Pongola_Mtamvuna,1990-01-01,1990-02-28,102632,Msunduze River at Inanda/Nomfihlelo,1990-01-04,1100.0,,25.0,8.0,29.1,HIGH,low,HIGH,Med
Pongola_Mtamvuna,1990-01-01,1990-02-28,102632,Msunduze River at Inanda/Nomfihlelo,1990-01-11,1800.0,,112.0,7.6,22.4,HIGH,low,HIGH,Med
Pongola_Mtamvuna,1990-01-01,1990-02-28,102632,Msunduze River at Inanda/Nomfihlelo,1990-01-18,700.0,,40.0,7.5,25.8,HIGH,low,HIGH,low
Pongola_Mtamvuna,1990-01-01,1990-02-28,102632,Msunduze River at Inanda/Nomfihlelo,1990-01-25,3100.0,,187.0,8.2,28.8,HIGH,Med,HIGH,Med
Pongola_Mtamvuna,1990-01-01,1990-02-28,102632,Msunduze River at Inanda/Nomfihlelo,1990-02-01,1390.0,,26.0,7.8,26.7,HIGH,low,HIGH,Med
Pongola_Mtamvuna,1990-01-01,1990-02-28,102632,Msunduze River at Inanda/Nomfihlelo,1990-02-08,2500.0,,9.0,8.1,23.6,HIGH,Med,HIGH,Med
Pongola_Mtamvuna,1990-01-01,1990-02-28,102632,Msunduze River at Inanda/Nomfihlelo,1990-02-15,1100.0,,170.0,8.0,24.1,HIGH,low,HIGH,Med
Pongola_Mtamvuna,1990-01-01,1990-02-28,102632,Msunduze River at Inanda/Nomfihlelo,1990-02-22,11300.0,,404.0,8.0,20.7,HIGH,Med,HIGH,HIGH
Pongola_Mtamvuna,1990-01-01,1990-02-28,102662,Mgeni River at Inanda/Mumbundwini up/S Inanda Dam,1990-01-04,570.0,,22.0,7.8,27.7,HIGH,low,HIGH,low
Pongola_Mtamvuna,1990-01-01,1990-02-28,102662,Mgeni River at Inanda/Mumbundwini up/S Inanda Dam,1990-01-11,500.0,,32.0,7.7,22.8,HIGH,low,HIGH,low
Pongola_Mtamvuna,1990-01-01,1990-02-28,102662,Mgeni River at Inanda/Mumbundwini up/S Inanda Dam,1990-01-18,1210.0,,32.0,8.0,27.6,HIGH,low,HIGH,Med
Pongola_Mtamvuna,1990-01-01,1990-02-28,102662,Mgeni River at Inanda/Mumbundwini up/S Inanda Dam,1990-01-25,2200.0,,58.0,7.8,23.8,HIGH,Med,HIGH,Med
Pongola_Mtamvuna,1990-01-01,1990-02-28,102662,Mgeni River at Inanda/Mumbundwini up/S Inanda Dam,1990-02-01,8600.0,,52.0,7.8,28.0,HIGH,Med,HIGH,HIGH
Pongola_Mtamvuna,1990-01-01,1990-02-28,102662,Mgeni River at Inanda/Mumbundwini up/S Inanda Dam,1990-02-08,800.0,,65.0,7.6,24.3,HIGH,low,HIGH,low
Pongola_Mtamvuna,1990-01-01,1990-02-28,102662,Mgeni River at Inanda/Mumbundwini up/S Inanda Dam,1990-02-15,9000.0,,547.0,7.5,22.8,HIGH,Med,HIGH,HIGH
Pongola_Mtamvuna,1990-01-01,1990-02-28,102662,Mgeni River at Inanda/Mumbundwini up/S Inanda Dam,1990-02-22,19300.0,,428.0,7.5,19.5,HIGH,Med,HIGH,HIGH
Pongola_Mtamvuna,1990-01-01,1990-02-28,102674,Mdloti River at Roodekrans/Hazelmere Dam Inflow (Roodekrans),1990-01-12,4200.0,,59.0,8.5,26.5,HIGH,Med,HIGH,HIGH
Pongola_Mtamvuna,1990-01-01,1990-02-28,102674,Mdloti River at Roodekrans/Hazelmere Dam Inflow (Roodekrans),1990-02-09,4700.0,,79.0,7.9,27.6,HIGH,Med,HIGH,HIGH
Pongola_Mtamvuna,1990-01-01,1990-02-28,102674,Mdloti River at Roodekrans/Hazelmere Dam Inflow (Roodekrans),1990-02-16,3500.0,,298.0,8.4,23.4,HIGH,Med,HIGH,Med
Pongola_Mtamvuna,1990-01-01,1990-02-28,102674,Mdloti River at Roodekrans/Hazelmere Dam Inflow (Roodekrans),1990-02-23,11000.0,,1134.0,7.6,20.7,HIGH,Med,HIGH,HIGH
Pongola_Mtamvuna,1990-01-01,1990-02-28,187963,Pietermaritzburg Sobantu on Bayne S Spruit,1990-01-02,5100.0,,9.0,8.5,28.2,HIGH,Med,HIGH,HIGH
Pongola_Mtamvuna,1990-01-01,1990-02-28,187963,Pietermaritzburg Sobantu on Bayne S Spruit,1990-01-08,35000.0,,13.0,7.7,18.0,HIGH,HIGH,HIGH,HIGH
Pongola_Mtamvuna,1990-01-01,1990-02-28,187963,Pietermaritzburg Sobantu on Bayne S Spruit,1990-01-15,29000.0,,23.0,7.3,21.0,HIGH,HIGH,HIGH,HIGH
Pongola_Mtamvuna,1990-01-01,1990-02-28,187963,Pietermaritzburg Sobantu on Bayne S Spruit,1990-01-22,114000.0,,27.0,6.8,19.9,HIGH,HIGH,HIGH,HIGH
Pongola_Mtamvuna,1990-01-01,1990-02-28,187963,Pietermaritzburg Sobantu on Bayne S Spruit,1990-01-29,166000.0,,57.0,7.3,21.3,HIGH,HIGH,HIGH,HIGH
Pongola_Mtamvuna,1990-01-01,1990-02-28,187963,Pietermaritzburg Sobantu on Bayne S Spruit,1990-02-05,950000.0,,34.0,6.8,22.0,HIGH,HIGH,HIGH,HIGH
Pongola_Mtamvuna,1990-01-01,1990-02-28,187963,Pietermaritzburg Sobantu on Bayne S Spruit,1990-02-12,13000.0,,9.0,7.5,19.2,HIGH,Med,HIGH,HIGH
Pongola_Mtamvuna,1990-01-01,1990-02-28,187963,Pietermaritzburg Sobantu on Bayne S Spruit,1990-02-19,610000.0,,99.0,8.0,23.7,HIGH,HIGH,HIGH,HIGH
Pongola_Mtamvuna,1990-01-01,1990-02-28,187963,Pietermaritzburg Sobantu on Bayne S Spruit,1990-02-26,90000.0,,176.0,7.8,19.2,HIGH,HIGH,HIGH,HIGH
Pongola_Mtamvuna,1990-03-01,1990-04-30,102626,Msunduze River at Henley Dam,1990-03-05,6100.0,,50.0,7.9,20.7,HIGH,Med,HIGH,HIGH
Pongola_Mtamvuna,1990-03-01,1990-04-30,102626,Msunduze River at Henley Dam,1990-03-12,1600.0,,32.0,7.5,20.1,HIGH,low,HIGH,Med
Pongola_Mtamvuna,1990-03-01,1990-04-30,102626,Msunduze River at Henley Dam,1990-03-19,2400.0,,24.0,7.5,20.7,HIGH,Med,HIGH,Med
Pongola_Mtamvuna,1990-03-01,1990-04-30,102626,Msunduze River at Henley Dam,1990-03-26,32000.0,,170.0,7.8,18.1,HIGH,HIGH,HIGH,HIGH
Pongola_Mtamvuna,1990-03-01,1990-04-30,102626,Msunduze River at Henley Dam,1990-04-02,1300.0,,20.0,8.0,19.1,HIGH,low,HIGH,Med
Pongola_Mtamvuna,1990-03-01,1990-04-30,102626,Msunduze River at Henley Dam,1990-04-09,10600.0,,68.0,8.1,20.5,HIGH,Med,HIGH,HIGH
Pongola_Mtamvuna,1990-03-01,1990-04-30,102626,Msunduze River at Henley Dam,1990-04-17,1600.0,,19.0,8.0,20.3,HIGH,low,HIGH,Med
Pongola_Mtamvuna,1990-03-01,1990-04-30,102626,Msunduze River at Henley Dam,1990-04-23,900.0,,22.0,8.4,21.2,HIGH,low,HIGH,low
Pongola_Mtamvuna,1990-03-01,1990-04-30,102626,Msunduze River at Henley Dam,1990-04-30,700.0,,14.0,7.8,16.7,HIGH,low,HIGH,low
Pongola_Mtamvuna,1990-03-01,1990-04-30,102627,Sterk River at Groothoek (Mpolweni),1990-03-06,280.0,,17.0,7.6,22.7,HIGH,low,Med,low
Pongola_Mtamvuna,1990-03-01,1990-04-30,102627,Sterk River at Groothoek (Mpolweni),1990-03-13,520.0,,10.0,7.5,22.0,HIGH,low,HIGH,low
Pongola_Mtamvuna,1990-03-01,1990-04-30,102627,Sterk River at Groothoek (Mpolweni),1990-03-20,790.0,,11.0,7.0,21.1,HIGH,low,HIGH,low
Pongola_Mtamvuna,1990-03-01,1990-04-30,102627,Sterk River at Groothoek (Mpolweni),1990-03-27,1100.0,,59.0,7.3,21.4,HIGH,low,HIGH,Med
Pongola_Mtamvuna,1990-03-01,1990-04-30,102627,Sterk River at Groothoek (Mpolweni),1990-04-03,300.0,,16.0,7.1,21.1,HIGH,low,Med,low
Pongola_Mtamvuna,1990-03-01,1990-04-30,102627,Sterk River at Groothoek (Mpolweni),1990-04-10,270.0,,12.0,7.5,21.5,HIGH,low,Med,low
Pongola_Mtamvuna,1990-03-01,1990-04-30,102627,Sterk River at Groothoek (Mpolweni),1990-04-24,230.0,,5.0,7.7,19.7,HIGH,low,Med,low
Pongola_Mtamvuna,1990-03-01,1990-04-30,102632,Msunduze River at Inanda/Nomfihlelo,1990-03-01,2700.0,,43.0,7.8,24.5,HIGH,Med,HIGH,Med
Pongola_Mtamvuna,1990-03-01,1990-04-30,102632,Msunduze River at Inanda/Nomfihlelo,1990-03-08,300000.0,,427.0,7.8,20.8,HIGH,HIGH,HIGH,HIGH
Pongola_Mtamvuna,1990-03-01,1990-04-30,102632,Msunduze River at Inanda/Nomfihlelo,1990-03-15,8500.0,,59.0,7.6,22.5,HIGH,Med,HIGH,HIGH
Pongola_Mtamvuna,1990-03-01,1990-04-30,102632,Msunduze River at Inanda/Nomfihlelo,1990-03-22,7300.0,,304.0,7.9,20.5,HIGH,Med,HIGH,HIGH
Pongola_Mtamvuna,1990-03-01,1990-04-30,102632,Msunduze River at Inanda/Nomfihlelo,1990-03-29,84000.0,,315.0,8.2,18.8,HIGH,HIGH,HIGH,HIGH
Pongola_Mtamvuna,1990-03-01,1990-04-30,102632,Msunduze River at Inanda/Nomfihlelo,1990-04-05,2400.0,,93.0,7.4,26.9,HIGH,Med,HIGH,Med
Pongola_Mtamvuna,1990-03-01,1990-04-30,102632,Msunduze River at Inanda/Nomfihlelo,1990-04-12,2000.0,,54.0,8.0,21.6,HIGH,Med,HIGH,Med
Pongola_Mtamvuna,1990-03-01,1990-04-30,102632,Msunduze River at Inanda/Nomfihlelo,1990-04-19,3100.0,,52.0,7.8,20.2,HIGH,Med,HIGH,Med
Pongola_Mtamvuna,1990-03-01,1990-04-30,102632,Msunduze River at Inanda/Nomfihlelo,1990-04-26,4000.0,,52.0,7.9,19.1,HIGH,Med,HIGH,HIGH
Pongola_Mtamvuna,1990-03-01,1990-04-30,102662,Mgeni River at Inanda/Mumbundwini up/S Inanda Dam,1990-03-01,1900.0,,49.0,7.8,25.7,HIGH,low,HIGH,Med
Pongola_Mtamvuna,1990-03-01,1990-04-30,102662,Mgeni River at Inanda/Mumbundwini up/S Inanda Dam,1990-03-08,28000.0,,467.0,7.6,21.5,HIGH,HIGH,HIGH,HIGH
Pongola_Mtamvuna,1990-03-01,1990-04-30,102662,Mgeni River at Inanda/Mumbundwini up/S Inanda Dam,1990-03-15,1800.0,,45.0,7.7,22.8,HIGH,low,HIGH,Med
Pongola_Mtamvuna,1990-03-01,1990-04-30,102662,Mgeni River at Inanda/Mumbundwini up/S Inanda Dam,1990-03-22,8100.0,,175.0,7.1,21.1,HIGH,Med,HIGH,HIGH
Pongola_Mtamvuna,1990-03-01,1990-04-30,102662,Mgeni River at Inanda/Mumbundwini up/S Inanda Dam,1990-03-29,14500.0,,110.0,7.7,19.9,HIGH,Med,HIGH,HIGH
Pongola_Mtamvuna,1990-03-01,1990-04-30,102662,Mgeni River at Inanda/Mumbundwini up/S Inanda Dam,1990-04-05,800.0,,48.0,7.6,21.9,HIGH,low,HIGH,low
Pongola_Mtamvuna,1990-03-01,1990-04-30,102662,Mgeni River at Inanda/Mumbundwini up/S Inanda Dam,1990-04-12,2000.0,,29.0,7.6,23.4,HIGH,Med,HIGH,Med
Pongola_Mtamvuna,1990-03-01,1990-04-30,102662,Mgeni River at Inanda/Mumbundwini up/S Inanda Dam,1990-04-19,1300.0,,27.0,7.8,21.5,HIGH,low,HIGH,Med
Pongola_Mtamvuna,1990-03-01,1990-04-30,102662,Mgeni River at Inanda/Mumbundwini up/S Inanda Dam,1990-04-26,1800.0,,31.0,7.7,20.3,HIGH,low,HIGH,Med
Pongola_Mtamvuna,1990-03-01,1990-04-30,102674,Mdloti River at Roodekrans/Hazelmere Dam Inflow (Roodekrans),1990-03-02,6000.0,,119.0,7.7,27.8,HIGH,Med,HIGH,HIGH
Pongola_Mtamvuna,1990-03-01,1990-04-30,102674,Mdloti River at Roodekrans/Hazelmere Dam Inflow (Roodekrans),1990-03-09,6000.0,,297.0,7.6,27.6,HIGH,Med,HIGH,HIGH
Pongola_Mtamvuna,1990-03-01,1990-04-30,102674,Mdloti River at Roodekrans/Hazelmere Dam Inflow (Roodekrans),1990-03-23,100.0,,117.0,8.1,26.0,HIGH,low,low,low
Pongola_Mtamvuna,1990-03-01,1990-04-30,102674,Mdloti River at Roodekrans/Hazelmere Dam Inflow (Roodekrans),1990-03-30,330.0,,143.0,7.2,26.1,HIGH,low,Med,low
Pongola_Mtamvuna,1990-03-01,1990-04-30,102674,Mdloti River at Roodekrans/Hazelmere Dam Inflow (Roodekrans),1990-04-02,3500.0,,70.0,7.9,24.4,HIGH,Med,HIGH,Med
Pongola_Mtamvuna,1990-03-01,1990-04-30,102674,Mdloti River at Roodekrans/Hazelmere Dam Inflow (Roodekrans),1990-04-11,4300.0,,84.0,7.5,27.3,HIGH,Med,HIGH,HIGH
Pongola_Mtamvuna,1990-03-01,1990-04-30,102674,Mdloti River at Roodekrans/Hazelmere Dam Inflow (Roodekrans),1990-04-20,7200.0,,122.0,7.4,21.4,HIGH,Med,HIGH,HIGH
Pongola_Mtamvuna,1990-03-01,1990-04-30,102674,Mdloti River at Roodekrans/Hazelmere Dam Inflow (Roodekrans),1990-04-27,3900.0,,80.0,7.6,22.9,HIGH,Med,HIGH,Med
Pongola_Mtamvuna,1990-03-01,1990-04-30,187963,Pietermaritzburg Sobantu on Bayne S Spruit,1990-03-05,44000.0,,76.0,7.2,20.0,HIGH,HIGH,HIGH,HIGH
Pongola_Mtamvuna,1990-03-01,1990-04-30,187963,Pietermaritzburg Sobantu on Bayne S Spruit,1990-03-19,1510000.0,,39.0,7.1,19.5,HIGH,HIGH,HIGH,HIGH
Pongola_Mtamvuna,1990-03-01,1990-04-30,187963,Pietermaritzburg Sobantu on Bayne S Spruit,1990-03-26,60000.0,,345.0,7.8,22.5,HIGH,HIGH,HIGH,HIGH
Pongola_Mtamvuna,1990-03-01,1990-04-30,187963,Pietermaritzburg Sobantu on Bayne S Spruit,1990-04-02,106000.0,,28.0,7.9,18.2,HIGH,HIGH,HIGH,HIGH
Pongola_Mtamvuna,1990-03-01,1990-04-30,187963,Pietermaritzburg Sobantu on Bayne S Spruit,1990-04-09,121000.0,,47.0,8.0,17.4,HIGH,HIGH,HIGH,HIGH
Pongola_Mtamvuna,1990-03-01,1990-04-30,187963,Pietermaritzburg Sobantu on Bayne S Spruit,1990-04-17,8000.0,,11.0,7.9,18.1,HIGH,Med,HIGH,HIGH
Pongola_Mtamvuna,1990-03-01,1990-04-30,187963,Pietermaritzburg Sobantu on Bayne S Spruit,1990-04-23,207000.0,,60.0,7.2,18.4,HIGH,HIGH,HIGH,HIGH
Pongola_Mtamvuna,1990-03-01,1990-04-30,187963,Pietermaritzburg Sobantu on Bayne S Spruit,1990-04-30,40000.0,,12.0,7.3,16.1,HIGH,HIGH,HIGH,HIGH
Pongola_Mtamvuna,1990-05-01,1990-06-30,102626,Msunduze River at Henley Dam,1990-05-07,140.0,,14.0,7.8,17.1,HIGH,low,low,low
Pongola_Mtamvuna,1990-05-01,1990-06-30,102626,Msunduze River at Henley Dam,1990-05-14,410.0,,16.0,7.6,16.4,HIGH,low,HIGH,low
Pongola_Mtamvuna,1990-05-01,1990-06-30,102626,Msunduze River at Henley Dam,1990-05-21,420.0,,11.0,7.7,16.5,HIGH,low,HIGH,low
Pongola_Mtamvuna,1990-05-01,1990-06-30,102626,Msunduze River at Henley Dam,1990-05-29,300.0,,11.0,7.1,15.6,HIGH,low,Med,low
Pongola_Mtamvuna,1990-05-01,1990-06-30,102626,Msunduze River at Henley Dam,1990-06-04,480.0,,11.0,7.4,15.3,HIGH,low,HIGH,low
Pongola_Mtamvuna,1990-05-01,1990-06-30,102626,Msunduze River at Henley Dam,1990-06-11,390.0,,8.0,7.7,12.0,HIGH,low,Med,low
Pongola_Mtamvuna,1990-05-01,1990-06-30,102626,Msunduze River at Henley Dam,1990-06-18,740.0,,8.0,7.5,12.5,HIGH,low,HIGH,low
Pongola_Mtamvuna,1990-05-01,1990-06-30,102626,Msunduze River at Henley Dam,1990-06-25,180.0,,13.0,7.2,10.4,HIGH,low,low,low
Pongola_Mtamvuna,1990-05-01,1990-06-30,102627,Sterk River at Groothoek (Mpolweni),1990-05-08,280.0,,8.0,7.7,14.8,HIGH,low,Med,low
Pongola_Mtamvuna,1990-05-01,1990-06-30,102627,Sterk River at Groothoek (Mpolweni),1990-05-15,124.0,,5.0,7.3,17.1,HIGH,low,low,low
Pongola_Mtamvuna,1990-05-01,1990-06-30,102627,Sterk River at Groothoek (Mpolweni),1990-05-29,116.0,,5.0,8.0,17.2,HIGH,low,low,low
Pongola_Mtamvuna,1990-05-01,1990-06-30,102627,Sterk River at Groothoek (Mpolweni),1990-06-05,120.0,,6.0,7.4,13.5,HIGH,low,low,low
Pongola_Mtamvuna,1990-05-01,1990-06-30,102627,Sterk River at Groothoek (Mpolweni),1990-06-12,7000.0,,4.0,7.5,10.8,HIGH,Med,HIGH,HIGH
Pongola_Mtamvuna,1990-05-01,1990-06-30,102627,Sterk River at Groothoek (Mpolweni),1990-06-19,100.0,,4.0,7.4,9.5,HIGH,low,low,low
Pongola_Mtamvuna,1990-05-01,1990-06-30,102627,Sterk River at Groothoek (Mpolweni),1990-06-26,120.0,,4.0,7.8,9.6,HIGH,low,low,low
Pongola_Mtamvuna,1990-05-01,1990-06-30,102632,Msunduze River at Inanda/Nomfihlelo,1990-05-03,2200.0,,30.0,7.8,14.5,HIGH,Med,HIGH,Med
Pongola_Mtamvuna,1990-05-01,1990-06-30,102632,Msunduze River at Inanda/Nomfihlelo,1990-05-10,14000.0,,18.0,8.0,17.9,HIGH,Med,HIGH,HIGH
Pongola_Mtamvuna,1990-05-01,1990-06-30,102632,Msunduze River at Inanda/Nomfihlelo,1990-05-17,320.0,,10.0,7.7,12.7,HIGH,low,Med,low
Pongola_Mtamvuna,1990-05-01,1990-06-30,102632,Msunduze River at Inanda/Nomfihlelo,1990-06-07,1000.0,,4.0,7.9,11.2,HIGH,low,HIGH,Med
Pongola_Mtamvuna,1990-05-01,1990-06-30,102632,Msunduze River at Inanda/Nomfihlelo,1990-06-14,960.0,,4.0,7.8,10.9,HIGH,low,HIGH,low
Pongola_Mtamvuna,1990-05-01,1990-06-30,102632,Msunduze River at Inanda/Nomfihlelo,1990-06-21,530.0,,3.0,7.8,10.9,HIGH,low,HIGH,low
Pongola_Mtamvuna,1990-05-01,1990-06-30,102632,Msunduze River at Inanda/Nomfihlelo,1990-06-28,1040.0,,3.0,7.9,14.1,HIGH,low,HIGH,Med
Pongola_Mtamvuna,1990-05-01,1990-06-30,102662,Mgeni River at Inanda/Mumbundwini up/S Inanda Dam,1990-05-03,960.0,,26.0,7.7,16.4,HIGH,low,HIGH,low
Pongola_Mtamvuna,1990-05-01,1990-06-30,102662,Mgeni River at Inanda/Mumbundwini up/S Inanda Dam,1990-05-10,2800.0,,25.0,7.8,19.5,HIGH,Med,HIGH,Med
Pongola_Mtamvuna,1990-05-01,1990-06-30,102662,Mgeni River at Inanda/Mumbundwini up/S Inanda Dam,1990-05-17,770.0,,6.0,7.5,16.0,HIGH,low,HIGH,low
Pongola_Mtamvuna,1990-05-01,1990-06-30,102662,Mgeni River at Inanda/Mumbundwini up/S Inanda Dam,1990-06-07,1040.0,,6.0,8.4,15.4,HIGH,low,HIGH,Med
Pongola_Mtamvuna,1990-05-01,1990-06-30,102662,Mgeni River at Inanda/Mumbundwini up/S Inanda Dam,1990-06-14,830.0,,4.0,7.9,12.0,HIGH,low,HIGH,low
Pongola_Mtamvuna,1990-05-01,1990-06-30,102662,Mgeni River at Inanda/Mumbundwini up/S Inanda Dam,1990-06-21,780.0,,4.0,7.9,12.6,HIGH,low,HIGH,low
Pongola_Mtamvuna,1990-05-01,1990-06-30,102674,Mdloti River at Roodekrans/Hazelmere Dam Inflow (Roodekrans),1990-05-11,500.0,,57.0,7.5,21.9,HIGH,low,HIGH,low
Pongola_Mtamvuna,1990-05-01,1990-06-30,102674,Mdloti River at Roodekrans/Hazelmere Dam Inflow (Roodekrans),1990-05-18,1000.0,,26.0,7.9,20.1,HIGH,low,HIGH,Med
Pongola_Mtamvuna,1990-05-01,1990-06-30,102674,Mdloti River at Roodekrans/Hazelmere Dam Inflow (Roodekrans),1990-05-25,2000.0,,29.0,7.7,15.5,HIGH,Med,HIGH,Med
Pongola_Mtamvuna,1990-05-01,1990-06-30,102674,Mdloti River at Roodekrans/Hazelmere Dam Inflow (Roodekrans),1990-06-01,1400.0,,49.0,7.5,18.0,HIGH,low,HIGH,Med
Pongola_Mtamvuna,1990-05-01,1990-06-30,102674,Mdloti River at Roodekrans/Hazelmere Dam Inflow (Roodekrans),1990-06-08,100.0,,42.0,7.6,19.0,HIGH,low,low,low
Pongola_Mtamvuna,1990-05-01,1990-06-30,102674,Mdloti River at Roodekrans/Hazelmere Dam Inflow (Roodekrans),1990-06-15,80.0,,40.0,6.9,18.7,HIGH,low,low,low
Pongola_Mtamvuna,1990-05-01,1990-06-30,102674,Mdloti River at Roodekrans/Hazelmere Dam Inflow (Roodekrans),1990-06-22,280.0,,37.0,7.8,15.5,HIGH,low,Med,low
Pongola_Mtamvuna,1990-05-01,1990-06-30,102674,Mdloti River at Roodekrans/Hazelmere Dam Inflow (Roodekrans),1990-06-29,30.0,,36.0,7.4,20.7,HIGH,low,low,low
Pongola_Mtamvuna,1990-05-01,1990-06-30,187963,Pietermaritzburg Sobantu on Bayne S Spruit,1990-05-07,2800.0,,10.0,7.7,14.6,HIGH,Med,HIGH,Med
Pongola_Mtamvuna,1990-05-01,1990-06-30,187963,Pietermaritzburg Sobantu on Bayne S Spruit,1990-05-14,8500.0,,60.0,7.0,14.7,HIGH,Med,HIGH,HIGH
Pongola_Mtamvuna,1990-05-01,1990-06-30,187963,Pietermaritzburg Sobantu on Bayne S Spruit,1990-05-21,27000.0,,25.0,7.0,16.2,HIGH,HIGH,HIGH,HIGH
Pongola_Mtamvuna,1990-05-01,1990-06-30,187963,Pietermaritzburg Sobantu on Bayne S Spruit,1990-05-29,100.0,,13.0,7.3,13.2,HIGH,low,low,low
Pongola_Mtamvuna,1990-05-01,1990-06-30,187963,Pietermaritzburg Sobantu on Bayne S Spruit,1990-06-04,3900.0,,7.0,7.4,12.8,HIGH,Med,HIGH,Med
Pongola_Mtamvuna,1990-05-01,1990-06-30,187963,Pietermaritzburg Sobantu on Bayne S Spruit,1990-06-11,16000.0,,37.0,7.3,8.7,HIGH,Med,HIGH,HIGH
Pongola_Mtamvuna,1990-05-01,1990-06-30,187963,Pietermaritzburg Sobantu on Bayne S Spruit,1990-06-18,44000.0,,26.0,7.4,11.4,HIGH,HIGH,HIGH,HIGH
Pongola_Mtamvuna,1990-05-01,1990-06-30,187963,Pietermaritzburg Sobantu on Bayne S Spruit,1990-06-25,29000.0,,118.0,6.8,6.1,HIGH,HIGH,HIGH,HIGH
Pongola_Mtamvuna,1990-07-01,1990-08-31,102626,Msunduze River at Henley Dam,1990-07-09,360.0,,9.0,7.4,12.3,HIGH,low,Med,low
Pongola_Mtamvuna,1990-07-01,1990-08-31,102626,Msunduze River at Henley Dam,1990-07-16,278.0,,7.0,7.7,11.3,HIGH,low,Med,low
Pongola_Mtamvuna,1990-07-01,1990-08-31,102626,Msunduze River at Henley Dam,1990-07-23,390.0,,8.0,7.8,14.2,HIGH,low,Med,low
Pongola_Mtamvuna,1990-07-01,1990-08-31,102626,Msunduze River at Henley Dam,1990-07-30,730.0,,8.0,7.3,14.7,HIGH,low,HIGH,low
Pongola_Mtamvuna,1990-07-01,1990-08-31,102626,Msunduze River at Henley Dam,1990-08-06,160.0,,9.0,7.6,16.1,HIGH,low,low,low
Pongola_Mtamvuna,1990-07-01,1990-08-31,102626,Msunduze River at Henley Dam,1990-08-13,300.0,,92.0,7.4,13.0,HIGH,low,Med,low
Pongola_Mtamvuna,1990-07-01,1990-08-31,102626,Msunduze River at Henley Dam,1990-08-20,2500.0,,188.0,7.6,10.5,HIGH,Med,HIGH,Med
Pongola_Mtamvuna,1990-07-01,1990-08-31,102626,Msunduze River at Henley Dam,1990-08-27,440.0,,44.0,7.6,17.6,HIGH,low,HIGH,low
