wma,period_start,period_end,site_id,site_name,date,ecoli_per_100ml,faecal_coliforms_per_100ml,turbidity_ntu,ph,temperature_c,risk_drinking_no_treatment,risk_drinking_limited_treatment,risk_contact,risk_irrigation_raw
Berg_Olifants,2006-05-01,2006-06-30,183040,Klr 006 - Zandvliet Bridge downstream of Zandvliet Sewage Works,2006-06-01,1350.0,,2.0,7.7,,HIGH,low,HIGH,Med
Berg_Olifants,2006-05-01,2006-06-30,183040,Klr 006 - Zandvliet Bridge downstream of Zandvliet Sewage Works,2006-06-22,4480.0,,17.0,7.6,,HIGH,Med,HIGH,HIGH
Berg_Olifants,2006-05-01,2006-06-30,183042,Under Kayamandi below Corobrick Bridge adjacent to Plankenbrug,2006-05-04,2000.0,,8.0,7.2,,HIGH,Med,HIGH,Med
Berg_Olifants,2006-05-01,2006-06-30,183042,Under Kayamandi below Corobrick Bridge adjacent to Plankenbrug,2006-05-18,103900.0,,200.0,7.2,,HIGH,HIGH,HIGH,HIGH
Berg_Olifants,2006-05-01,2006-06-30,183042,Under Kayamandi below Corobrick Bridge adjacent to Plankenbrug,2006-06-01,3100.0,,14.0,7.4,,HIGH,Med,HIGH,Med
Berg_Olifants,2006-05-01,2006-06-30,183042,Under Kayamandi below Corobrick Bridge adjacent to Plankenbrug,2006-06-22,4100.0,,8.0,7.3,,HIGH,Med,HIGH,HIGH
Berg_Olifants,2006-05-01,2006-06-30,183042,Under Kayamandi below Corobrick Bridge adjacent to Plankenbrug,2006-06-29,1460.0,,39.0,7.6,,HIGH,low,HIGH,Med
Berg_Olifants,2006-05-01,2006-06-30,183043,At Die Boord D/S of Eersterivier and Plankenbrug Confluence,2006-05-04,1000.0,,6.0,7.2,,HIGH,low,HIGH,Med
Berg_Olifants,2006-05-01,2006-06-30,183043,At Die Boord D/S of Eersterivier and Plankenbrug Confluence,2006-05-18,11370.0,,83.0,6.6,,HIGH,Med,HIGH,HIGH
Berg_Olifants,2006-05-01,2006-06-30,183043,At Die Boord D/S of Eersterivier and Plankenbrug Confluence,2006-06-01,1080.0,,4.0,7.3,,HIGH,low,HIGH,Med
Berg_Olifants,2006-05-01,2006-06-30,183043,At Die Boord D/S of Eersterivier and Plankenbrug Confluence,2006-06-22,970.0,,8.0,7.4,,HIGH,low,HIGH,low
Berg_Olifants,2006-05-01,2006-06-30,183043,At Die Boord D/S of Eersterivier and Plankenbrug Confluence,2006-06-29,1460.0,,39.0,7.6,,HIGH,low,HIGH,Med
Berg_Olifants,2006-05-01,2006-06-30,187147,100 M D/S of Belville WWTW Discharge Point on Kuilsrivier,2006-05-04,22800.0,,7.0,7.6,,HIGH,HIGH,HIGH,HIGH
Berg_Olifants,2006-05-01,2006-06-30,187147,100 M D/S of Belville WWTW Discharge Point on Kuilsrivier,2006-05-18,21600.0,,52.0,7.3,,HIGH,HIGH,HIGH,HIGH
Berg_Olifants,2006-05-01,2006-06-30,187147,100 M D/S of Belville WWTW Discharge Point on Kuilsrivier,2006-06-01,13400.0,,6.0,7.7,,HIGH,Med,HIGH,HIGH
Berg_Olifants,2006-05-01,2006-06-30,187147,100 M D/S of Belville WWTW Discharge Point on Kuilsrivier,2006-06-15,100.0,,5.0,7.6,,HIGH,low,low,low
Berg_Olifants,2006-05-01,2006-06-30,187148,500M D/S of Malmesbury WWTW Discharge on Dieprivier,2006-05-04,2310.0,,8.0,7.4,,HIGH,Med,HIGH,Med
Berg_Olifants,2006-05-01,2006-06-30,187148,500M D/S of Malmesbury WWTW Discharge on Dieprivier,2006-05-18,14500.0,,200.0,7.2,,HIGH,Med,HIGH,HIGH
Berg_Olifants,2006-05-01,2006-06-30,187148,500M D/S of Malmesbury WWTW Discharge on Dieprivier,2006-06-01,1340.0,,12.0,7.5,,HIGH,low,HIGH,Med
Berg_Olifants,2006-05-01,2006-06-30,187148,500M D/S of Malmesbury WWTW Discharge on Dieprivier,2006-06-22,11370.0,,18.0,7.5,,HIGH,Med,HIGH,HIGH
Berg_Olifants,2006-05-01,2006-06-30,187148,500M D/S of Malmesbury WWTW Discharge on Dieprivier,2006-06-29,510.0,,16.0,7.5,,HIGH,low,HIGH,low
Berg_Olifants,2006-05-01,2006-06-30,187149,Fh 008 - Stiebeul River below Santa Rosa Street Bridge downstream of the Water Ingress,2006-05-02,93200.0,,9.0,7.2,,HIGH,HIGH,HIGH,HIGH
Berg_Olifants,2006-05-01,2006-06-30,187149,Fh 008 - Stiebeul River below Santa Rosa Street Bridge downstream of the Water Ingress,2006-05-16,5200.0,,10.0,7.2,,HIGH,Med,HIGH,HIGH
Berg_Olifants,2006-05-01,2006-06-30,187149,Fh 008 - Stiebeul River below Santa Rosa Street Bridge downstream of the Water Ingress,2006-05-30,48800.0,,12.0,7.3,,HIGH,HIGH,HIGH,HIGH
Berg_Olifants,2006-05-01,2006-06-30,187149,Fh 008 - Stiebeul River below Santa Rosa Street Bridge downstream of the Water Ingress,2006-06-13,34480.0,,200.0,7.2,,HIGH,HIGH,HIGH,HIGH
Berg_Olifants,2006-05-01,2006-06-30,187149,Fh 008 - Stiebeul River below Santa Rosa Street Bridge downstream of the Water Ingress,2006-06-27,129965.0,,18.0,7.7,,HIGH,HIGH,HIGH,HIGH
Berg_Olifants,2006-05-01,2006-06-30,187150,Otto du Plessis Bridge at Milnerton on Diep,2006-05-04,14390.0,,7.0,7.4,,HIGH,Med,HIGH,HIGH
Berg_Olifants,2006-05-01,2006-06-30,187150,Otto du Plessis Bridge at Milnerton on Diep,2006-05-18,980.0,,15.0,7.2,,HIGH,low,HIGH,low
Berg_Olifants,2006-05-01,2006-06-30,187150,Otto du Plessis Bridge at Milnerton on Diep,2006-06-01,2430.0,,13.0,7.4,,HIGH,Med,HIGH,Med
Berg_Olifants,2006-05-01,2006-06-30,187150,Otto du Plessis Bridge at Milnerton on Diep,2006-06-22,28510.0,,17.0,7.3,,HIGH,HIGH,HIGH,HIGH
Berg_Olifants,2006-05-01,2006-06-30,187150,Otto du Plessis Bridge at Milnerton on Diep,2006-06-29,19890.0,,19.0,7.4,,HIGH,Med,HIGH,HIGH
Berg_Olifants,2006-05-01,2006-06-30,187154,D/S of Paarl Sewage Works Discharge at Riviera Farm on Berg River,2006-05-02,461.0,,2.0,7.5,,HIGH,low,HIGH,low
Berg_Olifants,2006-05-01,2006-06-30,187154,D/S of Paarl Sewage Works Discharge at Riviera Farm on Berg River,2006-05-16,100.0,,2.0,7.3,,HIGH,low,low,low
Berg_Olifants,2006-05-01,2006-06-30,187154,D/S of Paarl Sewage Works Discharge at Riviera Farm on Berg River,2006-05-30,960.0,,2.0,7.3,,HIGH,low,HIGH,low
Berg_Olifants,2006-05-01,2006-06-30,187154,D/S of Paarl Sewage Works Discharge at Riviera Farm on Berg River,2006-06-13,556.0,,61.0,6.4,,HIGH,low,HIGH,low
Berg_Olifants,2006-05-01,2006-06-30,187154,D/S of Paarl Sewage Works Discharge at Riviera Farm on Berg River,2006-06-27,14136.0,,5.0,7.8,,HIGH,Med,HIGH,HIGH
Berg_Olifants,2006-05-01,2006-06-30,187155,Mbr 014 - Tulbagh - at R46 Road Bridge on Klein-Berg River,2006-05-02,308.0,,2.0,6.8,,HIGH,low,Med,low
Berg_Olifants,2006-05-01,2006-06-30,187155,Mbr 014 - Tulbagh - at R46 Road Bridge on Klein-Berg River,2006-05-16,109.0,,3.0,7.0,,HIGH,low,low,low
Berg_Olifants,2006-05-01,2006-06-30,187155,Mbr 014 - Tulbagh - at R46 Road Bridge on Klein-Berg River,2006-05-30,66.0,,9.0,7.2,,HIGH,low,low,low
Berg_Olifants,2006-05-01,2006-06-30,187155,Mbr 014 - Tulbagh - at R46 Road Bridge on Klein-Berg River,2006-06-13,2419.0,,69.0,6.8,,HIGH,Med,HIGH,Med
Berg_Olifants,2006-05-01,2006-06-30,187155,Mbr 014 - Tulbagh - at R46 Road Bridge on Klein-Berg River,2006-06-27,50.0,,5.0,7.7,,HIGH,low,low,low
Berg_Olifants,2006-05-01,2006-06-30,187156,Mbr 004 - Wellington - D/S of Wellington WWTW at R44 Florida Road Bridge,2006-05-02,32550.0,,8.0,6.9,,HIGH,HIGH,HIGH,HIGH
Berg_Olifants,2006-05-01,2006-06-30,187156,Mbr 004 - Wellington - D/S of Wellington WWTW at R44 Florida Road Bridge,2006-05-16,4080.0,,4.0,6.9,,HIGH,Med,HIGH,HIGH
Berg_Olifants,2006-05-01,2006-06-30,187156,Mbr 004 - Wellington - D/S of Wellington WWTW at R44 Florida Road Bridge,2006-05-30,6440.0,,13.0,7.2,,HIGH,Med,HIGH,HIGH
Berg_Olifants,2006-05-01,2006-06-30,187156,Mbr 004 - Wellington - D/S of Wellington WWTW at R44 Florida Road Bridge,2006-06-13,5830.0,,200.0,6.1,,HIGH,Med,HIGH,HIGH
Berg_Olifants,2006-05-01,2006-06-30,187156,Mbr 004 - Wellington - D/S of Wellington WWTW at R44 Florida Road Bridge,2006-06-27,15290.0,,10.0,7.4,,HIGH,Med,HIGH,HIGH
Berg_Olifants,2006-05-01,2006-06-30,187932,At Paarl downstream of WWTW + Informal Settlement on Berg,2006-05-02,68670.0,,7.0,7.0,,HIGH,HIGH,HIGH,HIGH
Berg_Olifants,2006-05-01,2006-06-30,187932,At Paarl downstream of WWTW + Informal Settlement on Berg,2006-05-16,46110.0,,8.0,7.0,,HIGH,HIGH,HIGH,HIGH
Berg_Olifants,2006-05-01,2006-06-30,187932,At Paarl downstream of WWTW + Informal Settlement on Berg,2006-05-30,16160.0,,18.0,7.2,,HIGH,Med,HIGH,HIGH
Berg_Olifants,2006-05-01,2006-06-30,187932,At Paarl downstream of WWTW + Informal Settlement on Berg,2006-06-13,28090.0,,200.0,6.3,,HIGH,HIGH,HIGH,HIGH
Berg_Olifants,2006-05-01,2006-06-30,187932,At Paarl downstream of WWTW + Informal Settlement on Berg,2006-06-27,46110.0,,18.0,7.4,,HIGH,HIGH,HIGH,HIGH
Berg_Olifants,2006-05-01,2006-06-30,190309,No 6 Schoenemakersfontein 486 Saron at Goedverwag Bridge on Berg River,2006-05-02,115.0,,33.0,7.1,,HIGH,low,low,low
Berg_Olifants,2006-05-01,2006-06-30,190309,No 6 Schoenemakersfontein 486 Saron at Goedverwag Bridge on Berg River,2006-05-16,63.0,,27.0,6.8,,HIGH,low,low,low
Berg_Olifants,2006-05-01,2006-06-30,190309,No 6 Schoenemakersfontein 486 Saron at Goedverwag Bridge on Berg River,2006-05-30,1300.0,,38.0,7.2,,HIGH,low,HIGH,Med
Berg_Olifants,2006-05-01,2006-06-30,190309,No 6 Schoenemakersfontein 486 Saron at Goedverwag Bridge on Berg River,2006-06-13,2419.0,,200.0,7.1,,HIGH,Med,HIGH,Med
Berg_Olifants,2006-05-01,2006-06-30,190309,No 6 Schoenemakersfontein 486 Saron at Goedverwag Bridge on Berg River,2006-06-27,365.0,,18.0,7.6,,HIGH,low,Med,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,88583,Nahoon River at Newlands Road Bridge,2006-05-05,326.0,,32.0,8.0,21.0,HIGH,low,Med,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,88583,Nahoon River at Newlands Road Bridge,2006-05-10,435.0,,63.0,7.7,20.0,HIGH,low,HIGH,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,88583,Nahoon River at Newlands Road Bridge,2006-05-24,5170.0,,373.0,7.5,,HIGH,Med,HIGH,HIGH
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,88583,Nahoon River at Newlands Road Bridge,2006-05-31,384.0,,58.0,7.4,20.0,HIGH,low,Med,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,88583,Nahoon River at Newlands Road Bridge,2006-06-07,119.0,,111.0,7.5,23.4,HIGH,low,low,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,88583,Nahoon River at Newlands Road Bridge,2006-06-13,68.0,,115.0,7.5,,HIGH,low,low,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,88583,Nahoon River at Newlands Road Bridge,2006-06-19,84.0,,86.0,7.6,18.1,HIGH,low,low,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,88583,Nahoon River at Newlands Road Bridge,2006-06-27,548.0,,62.0,7.9,18.3,HIGH,low,HIGH,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,102514,135 K.W.T. Q. 2.25 U/S James Mcintyre Bridge on Buffalo River,2006-05-02,9800.0,,102.0,6.9,17.0,HIGH,Med,HIGH,HIGH
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,102514,135 K.W.T. Q. 2.25 U/S James Mcintyre Bridge on Buffalo River,2006-05-08,461.0,,98.0,6.8,19.0,HIGH,low,HIGH,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,102514,135 K.W.T. Q. 2.25 U/S James Mcintyre Bridge on Buffalo River,2006-05-15,109.0,,52.0,7.6,16.0,HIGH,low,low,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,102514,135 K.W.T. Q. 2.25 U/S James Mcintyre Bridge on Buffalo River,2006-05-22,14140.0,,239.0,7.7,21.0,HIGH,Med,HIGH,HIGH
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,102514,135 K.W.T. Q. 2.25 U/S James Mcintyre Bridge on Buffalo River,2006-05-29,180.0,,180.0,7.5,20.0,HIGH,low,low,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,102514,135 K.W.T. Q. 2.25 U/S James Mcintyre Bridge on Buffalo River,2006-06-05,88.0,,72.0,7.8,20.1,HIGH,low,low,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,102514,135 K.W.T. Q. 2.25 U/S James Mcintyre Bridge on Buffalo River,2006-06-12,29.0,,54.0,7.6,13.5,HIGH,low,low,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,102514,135 K.W.T. Q. 2.25 U/S James Mcintyre Bridge on Buffalo River,2006-06-20,33.0,,17.0,7.7,18.1,HIGH,low,low,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,102514,135 K.W.T. Q. 2.25 U/S James Mcintyre Bridge on Buffalo River,2006-06-26,43.0,,12.0,8.1,16.0,HIGH,low,low,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,102517,Fort Murray North Outspan on Yellowwoods River,2006-05-02,8660.0,,90.0,6.9,17.0,HIGH,Med,HIGH,HIGH
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,102517,Fort Murray North Outspan on Yellowwoods River,2006-05-08,145.0,,138.0,7.6,20.0,HIGH,low,low,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,102517,Fort Murray North Outspan on Yellowwoods River,2006-05-15,326.0,,111.0,7.6,16.0,HIGH,low,Med,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,102517,Fort Murray North Outspan on Yellowwoods River,2006-05-22,6490.0,,356.0,7.6,19.0,HIGH,Med,HIGH,HIGH
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,102517,Fort Murray North Outspan on Yellowwoods River,2006-05-29,3260.0,,158.0,7.6,21.0,HIGH,Med,HIGH,Med
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,102517,Fort Murray North Outspan on Yellowwoods River,2006-06-05,99.0,,109.0,7.2,20.1,HIGH,low,low,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,102517,Fort Murray North Outspan on Yellowwoods River,2006-06-12,68.0,,101.0,7.5,14.0,HIGH,low,low,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,102517,Fort Murray North Outspan on Yellowwoods River,2006-06-21,79.0,,62.0,7.5,18.8,HIGH,low,low,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,102517,Fort Murray North Outspan on Yellowwoods River,2006-06-26,73.0,,57.0,8.0,16.3,HIGH,low,low,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,187139,At Bridge 400 M US of T2H006 on Mtata,2006-05-04,2400.0,,109.0,7.7,17.0,HIGH,Med,HIGH,Med
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,187139,At Bridge 400 M US of T2H006 on Mtata,2006-05-10,2400.0,,64.0,8.3,16.0,HIGH,Med,HIGH,Med
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,187139,At Bridge 400 M US of T2H006 on Mtata,2006-05-30,306.0,,16.0,8.0,15.0,HIGH,low,Med,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,187139,At Bridge 400 M US of T2H006 on Mtata,2006-06-07,53.0,,207.0,7.9,10.2,HIGH,low,low,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,187139,At Bridge 400 M US of T2H006 on Mtata,2006-06-15,2400.0,,182.0,7.3,13.7,HIGH,Med,HIGH,Med
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,187139,At Bridge 400 M US of T2H006 on Mtata,2006-06-23,2400.0,,6.0,7.7,11.0,HIGH,Med,HIGH,Med
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,187141,Gcuwa a 1 on Zinqayi,2006-05-12,81.0,,110.0,7.3,20.0,HIGH,low,low,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,187141,Gcuwa a 1 on Zinqayi,2006-05-24,4350.0,,145.0,7.3,11.0,HIGH,Med,HIGH,HIGH
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,187141,Gcuwa a 1 on Zinqayi,2006-06-08,20.0,,129.0,6.5,16.0,HIGH,low,low,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,187143,U/S of Road at Kwasivanxa on Tsomo,2006-05-12,2.0,,2.0,7.6,20.0,Med,low,low,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,187143,U/S of Road at Kwasivanxa on Tsomo,2006-05-24,579.0,,143.0,8.1,14.0,HIGH,low,HIGH,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,187143,U/S of Road at Kwasivanxa on Tsomo,2006-06-08,350.0,,103.0,7.8,16.0,HIGH,low,Med,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,187145,Mpukane Quarry,2006-05-12,125.0,,113.0,7.8,21.0,HIGH,low,low,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,187145,Mpukane Quarry,2006-05-24,18.0,,5.0,7.8,12.0,HIGH,low,low,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,187145,Mpukane Quarry,2006-06-08,0.0,,3.0,7.7,14.0,low,low,low,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,187146,Upper Ngculu Village at Nqamakwe on Ngculu,2006-05-12,0.0,,0.0,6.9,18.0,low,low,low,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,187146,Upper Ngculu Village at Nqamakwe on Ngculu,2006-05-24,0.0,,1.0,6.8,16.0,low,low,low,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,187146,Upper Ngculu Village at Nqamakwe on Ngculu,2006-06-08,7.0,,1.0,7.0,19.0,Med,low,low,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,187574,Upstream of Road to Mahasana Village on Shixini,2006-05-11,24.0,,36.0,8.8,15.0,HIGH,low,low,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,187576,Idutywa - upstream of Road to Willowvale on Ngxakaxa,2006-05-11,697.0,,66.0,9.1,15.0,HIGH,low,HIGH,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,187578,Cebe Centane Area Mnquma District on Nxaxo,2006-05-12,86.0,,155.0,7.3,20.0,HIGH,low,low,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,187578,Cebe Centane Area Mnquma District on Nxaxo,2006-05-24,12030.0,,193.0,7.4,14.0,HIGH,Med,HIGH,HIGH
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,187578,Cebe Centane Area Mnquma District on Nxaxo,2006-06-08,100.0,,113.0,7.8,16.0,HIGH,low,low,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,188083,Orange Grove Village at School on Umtata,2006-05-04,9600.0,,33.0,7.6,,HIGH,Med,HIGH,HIGH
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,188083,Orange Grove Village at School on Umtata,2006-05-10,4200.0,,72.0,8.4,,HIGH,Med,HIGH,HIGH
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,188083,Orange Grove Village at School on Umtata,2006-05-30,2420.0,,269.0,7.5,,HIGH,Med,HIGH,Med
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,188083,Orange Grove Village at School on Umtata,2006-06-07,2400.0,,196.0,7.2,,HIGH,Med,HIGH,Med
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,188083,Orange Grove Village at School on Umtata,2006-06-15,2400.0,,173.0,7.7,,HIGH,Med,HIGH,Med
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,188083,Orange Grove Village at School on Umtata,2006-06-23,2400.0,,304.0,7.2,,HIGH,Med,HIGH,Med
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,1000002387,Mtata River 8 at the Bridge below Mthatha WWTW,2006-05-04,11100.0,,23.0,7.6,17.0,HIGH,Med,HIGH,HIGH
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,1000002387,Mtata River 8 at the Bridge below Mthatha WWTW,2006-05-10,2400.0,,38.0,7.9,18.0,HIGH,Med,HIGH,Med
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,1000002387,Mtata River 8 at the Bridge below Mthatha WWTW,2006-05-30,885.0,,268.0,7.5,15.0,HIGH,low,HIGH,low
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,1000002387,Mtata River 8 at the Bridge below Mthatha WWTW,2006-06-07,2400.0,,207.0,7.3,10.1,HIGH,Med,HIGH,Med
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,1000002387,Mtata River 8 at the Bridge below Mthatha WWTW,2006-06-10,2419.0,2419.0,605.0,6.7,,HIGH,Med,HIGH,Med
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,1000002387,Mtata River 8 at the Bridge below Mthatha WWTW,2006-06-15,2400.0,,11.0,7.3,13.9,HIGH,Med,HIGH,Med
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,1000002387,Mtata River 8 at the Bridge below Mthatha WWTW,2006-06-23,2400.0,,294.0,7.3,11.1,HIGH,Med,HIGH,Med
Mzimvubu_Tsitsikamma,2006-05-01,2006-06-30,1000002387,Mtata River 8 at the Bridge below Mthatha WWTW,2006-06-26,2419.0,2419.0,32.0,6.7,,HIGH,Med,HIGH,Med
Breede_Gouritz,2006-05-01,2006-06-30,188128,Kleine Wesselsgat 287 Grabouw at Worcester Street Bridge on Klipdrifrivier,2006-05-04,50.0,,2.0,6.3,,HIGH,low,low,low
Breede_Gouritz,2006-05-01,2006-06-30,188128,Kleine Wesselsgat 287 Grabouw at Worcester Street Bridge on Klipdrifrivier,2006-05-18,3654.0,,6.0,6.6,,HIGH,Med,HIGH,Med
Breede_Gouritz,2006-05-01,2006-06-30,188128,Kleine Wesselsgat 287 Grabouw at Worcester Street Bridge on Klipdrifrivier,2006-06-01,374.0,,5.0,6.8,,HIGH,low,Med,low
Breede_Gouritz,2006-05-01,2006-06-30,188128,Kleine Wesselsgat 287 Grabouw at Worcester Street Bridge on Klipdrifrivier,2006-06-15,189.0,,4.0,6.3,,HIGH,low,low,low
Breede_Gouritz,2006-05-01,2006-06-30,188483,Witbrug at Abstraction Weir on Breerivier,2006-05-04,39.0,,1.0,6.8,,HIGH,low,low,low
Breede_Gouritz,2006-05-01,2006-06-30,188483,Witbrug at Abstraction Weir on Breerivier,2006-05-18,1046.0,,16.0,7.1,,HIGH,low,HIGH,Med
Breede_Gouritz,2006-05-01,2006-06-30,188483,Witbrug at Abstraction Weir on Breerivier,2006-06-01,866.0,,1.0,7.2,,HIGH,low,HIGH,low
Breede_Gouritz,2006-05-01,2006-06-30,188483,Witbrug at Abstraction Weir on Breerivier,2006-06-15,196.0,,4.0,6.6,,HIGH,low,low,low
Breede_Gouritz,2006-05-01,2006-06-30,188484,Worcester East Water Users Association Abstraction Point on Breerivier R,2006-05-04,27.0,,14.0,6.8,,HIGH,low,low,low
Breede_Gouritz,2006-05-01,2006-06-30,188484,Worcester East Water Users Association Abstraction Point on Breerivier R,2006-05-18,2419.0,,36.0,6.9,,HIGH,Med,HIGH,Med
Breede_Gouritz,2006-05-01,2006-06-30,188484,Worcester East Water Users Association Abstraction Point on Breerivier R,2006-06-01,36.0,,5.0,6.9,,HIGH,low,low,low
Breede_Gouritz,2006-05-01,2006-06-30,188485,Robertson Mcgregor Road Bridge on Breerivier,2006-05-04,61.0,,10.0,6.8,,HIGH,low,low,low
Breede_Gouritz,2006-05-01,2006-06-30,188485,Robertson Mcgregor Road Bridge on Breerivier,2006-05-18,79.0,,8.0,7.1,,HIGH,low,low,low
Breede_Gouritz,2006-05-01,2006-06-30,188485,Robertson Mcgregor Road Bridge on Breerivier,2006-06-01,57.0,,5.0,7.0,,HIGH,low,low,low
Breede_Gouritz,2006-05-01,2006-06-30,188486,New Glen Heatlie at Kanetvlei Low Water Bridge on Hex River,2006-05-04,179.0,,0.0,6.3,,HIGH,low,low,low
Breede_Gouritz,2006-05-01,2006-06-30,188486,New Glen Heatlie at Kanetvlei Low Water Bridge on Hex River,2006-05-18,517.0,,10.0,7.0,,HIGH,low,HIGH,low
Breede_Gouritz,2006-05-01,2006-06-30,188486,New Glen Heatlie at Kanetvlei Low Water Bridge on Hex River,2006-06-01,39.0,,0.0,6.6,,HIGH,low,low,low
Breede_Gouritz,2006-05-01,2006-06-30,188486,New Glen Heatlie at Kanetvlei Low Water Bridge on Hex River,2006-06-15,59.0,,2.0,6.7,,HIGH,low,low,low
Limpopo,2006-07-01,2006-08-31,179682,Moretele River at Sutelong/Rt Tarrbridge,2006-07-04,379.0,,90.0,8.0,18.3,HIGH,low,Med,low
Limpopo,2006-07-01,2006-08-31,179682,Moretele River at Sutelong/Rt Tarrbridge,2006-07-11,63.0,,59.0,8.5,13.9,HIGH,low,low,low
Limpopo,2006-07-01,2006-08-31,179682,Moretele River at Sutelong/Rt Tarrbridge,2006-07-18,187.0,,19.0,7.9,15.0,HIGH,low,low,low
Limpopo,2006-07-01,2006-08-31,179682,Moretele River at Sutelong/Rt Tarrbridge,2006-07-25,209.0,,82.0,7.5,17.6,HIGH,low,Med,low
Limpopo,2006-07-01,2006-08-31,179682,Moretele River at Sutelong/Rt Tarrbridge,2006-08-01,350.0,,100.0,7.9,16.7,HIGH,low,Med,low
Limpopo,2006-07-01,2006-08-31,179682,Moretele River at Sutelong/Rt Tarrbridge,2006-08-08,309.0,,46.0,8.3,13.1,HIGH,low,Med,low
Limpopo,2006-07-01,2006-08-31,179682,Moretele River at Sutelong/Rt Tarrbridge,2006-08-15,471.0,,112.0,7.9,16.1,HIGH,low,HIGH,low
Limpopo,2006-07-01,2006-08-31,179682,Moretele River at Sutelong/Rt Tarrbridge,2006-08-22,193.0,,54.0,7.9,18.1,HIGH,low,low,low
Limpopo,2006-07-01,2006-08-31,179683,Tolwane River at Legonyane 5M U/S Bridge,2006-07-11,984.0,,24.0,8.0,13.9,HIGH,low,HIGH,low
Limpopo,2006-07-01,2006-08-31,179683,Tolwane River at Legonyane 5M U/S Bridge,2006-07-18,2489.0,,17.0,7.8,12.4,HIGH,Med,HIGH,Med
Limpopo,2006-07-01,2006-08-31,179683,Tolwane River at Legonyane 5M U/S Bridge,2006-07-25,1246.0,,18.0,7.5,16.0,HIGH,low,HIGH,Med
